Participant,Trial,code_file,Programming_Language,Expertise,Complexity,Stage,Story_Order_Naive_Score,Story_Order_Dynamic_Score,Story_Order_Dynamic_Repetitions,Execution_Order_Naive_Score,Execution_Order_Dynamic_Score,Execution_Order_Dynamic_Repetitions
143,5,rectangle_java2.jpg,Java,high,A,stage1,-19,-19,1,-23,-23,1
55,5,vehicle_java2.jpg,Java,medium,B,stage1,-62,-62,1,-67,-67,1
55,5,vehicle_java2.jpg,Java,medium,B,stage2,-78,-78,1,-86,-86,1
55,2,rectangle_java2.jpg,Java,medium,A,stage1,-27,-27,1,-21,-21,1
55,2,rectangle_java2.jpg,Java,medium,A,stage2,-70,-64,2,-70,-70,1
4,2,rectangle_java2.jpg,Java,medium,A,stage1,-37,-37,1,-32,-32,1
4,2,rectangle_java2.jpg,Java,medium,A,stage2,-40,-40,1,-54,-54,1
4,5,vehicle_java2.jpg,Java,medium,B,stage2,-61,-61,1,-81,-81,1
4,5,vehicle_java2.jpg,Java,medium,B,stage1,-47,-47,1,-52,-52,1
99,2,rectangle_java2.jpg,Java,high,A,stage1,-21,-21,1,-31,-31,1
99,2,rectangle_java2.jpg,Java,high,A,stage2,-58,-54,2,-41,-41,1
99,5,vehicle_java2.jpg,Java,high,B,stage1,-21,-21,1,-40,-40,1
99,5,vehicle_java2.jpg,Java,high,B,stage2,-51,-48,2,-64,-55,2
186,2,rectangle_java2.jpg,Java,medium,A,stage2,-46,-45,2,-61,-61,1
186,2,rectangle_java2.jpg,Java,medium,A,stage1,-26,-26,1,-31,-31,1
172,2,vehicle_java2.jpg,Java,low,B,stage2,-12,-12,1,-22,-22,1
172,2,vehicle_java2.jpg,Java,low,B,stage1,32,32,1,15,15,1
64,5,rectangle_java2.jpg,Java,medium,A,stage1,-96,-60,2,-85,-78,2
64,5,rectangle_java2.jpg,Java,medium,A,stage2,-68,-30,3,-61,-49,2
64,2,vehicle_java2.jpg,Java,medium,B,stage2,-158,-84,4,-167,-124,3
64,2,vehicle_java2.jpg,Java,medium,B,stage1,-118,-101,3,-135,-108,2
175,2,rectangle_python.jpg,Python,medium,A,stage2,-39,-39,1,-45,-45,1
175,2,rectangle_python.jpg,Python,medium,A,stage1,-13,-13,1,-14,-14,1
63,5,rectangle_java.jpg,Java,medium,A,stage1,-56,-54,2,-67,-66,2
63,5,rectangle_java.jpg,Java,medium,A,stage2,-40,-40,1,-51,-51,1
63,2,vehicle_java.jpg,Java,medium,B,stage2,-60,-56,2,-65,-65,1
63,2,vehicle_java.jpg,Java,medium,B,stage1,-46,-46,1,-47,-47,1
181,5,vehicle_java2.jpg,Java,none,B,stage1,-14,-14,1,-10,-10,1
181,5,vehicle_java2.jpg,Java,none,B,stage2,-26,-26,1,-29,-29,1
181,2,rectangle_java2.jpg,Java,none,A,stage2,-15,-15,1,-43,-43,1
181,2,rectangle_java2.jpg,Java,none,A,stage1,3,3,1,-13,-13,1
97,2,vehicle_java2.jpg,Java,medium,B,stage2,-39,-29,2,-34,-34,1
97,2,vehicle_java2.jpg,Java,medium,B,stage1,-22,-22,1,-25,-25,1
97,5,rectangle_java2.jpg,Java,medium,A,stage1,-36,-36,1,-35,-35,1
97,5,rectangle_java2.jpg,Java,medium,A,stage2,-58,-57,2,-59,-59,1
116,2,vehicle_java2.jpg,Java,low,B,stage2,-10,-10,1,-33,-33,1
116,2,vehicle_java2.jpg,Java,low,B,stage1,-13,-13,1,-9,-9,1
38,2,rectangle_java2.jpg,Java,none,A,stage2,-21,-17,2,-29,-29,1
38,2,rectangle_java2.jpg,Java,none,A,stage1,-58,-51,2,-40,-40,1
118,5,vehicle_java.jpg,Java,high,B,stage1,-8,-8,1,-4,-4,1
118,5,vehicle_java.jpg,Java,high,B,stage2,-39,-39,1,-46,-46,1
31,2,rectangle_java2.jpg,Java,medium,A,stage1,-26,-26,1,-42,-42,1
31,2,rectangle_java2.jpg,Java,medium,A,stage2,-52,-52,1,-68,-68,1
31,5,vehicle_java2.jpg,Java,medium,B,stage1,-45,-45,1,-40,-40,1
31,5,vehicle_java2.jpg,Java,medium,B,stage2,-41,-41,1,-60,-60,1
120,2,rectangle_java.jpg,Java,medium,A,stage1,-24,-24,1,-32,-32,1
120,2,rectangle_java.jpg,Java,medium,A,stage2,-42,-42,1,-32,-32,1
36,2,rectangle_java.jpg,Java,none,A,stage1,-20,-20,1,-33,-33,1
36,2,rectangle_java.jpg,Java,none,A,stage2,-12,-12,1,-43,-43,1
36,5,vehicle_java.jpg,Java,none,B,stage1,-34,-34,1,-30,-30,1
36,5,vehicle_java.jpg,Java,none,B,stage2,-19,-19,1,-38,-38,1
96,5,rectangle_java2.jpg,Java,low,A,stage2,-61,-58,2,-60,-60,1
96,5,rectangle_java2.jpg,Java,low,A,stage1,-37,-35,2,-12,-12,1
96,2,vehicle_java2.jpg,Java,low,B,stage1,-34,-34,1,-31,-31,1
96,2,vehicle_java2.jpg,Java,low,B,stage2,-25,-25,1,-51,-49,2
180,2,vehicle_java2.jpg,Java,low,B,stage1,-14,-14,1,-10,-10,1
180,2,vehicle_java2.jpg,Java,low,B,stage2,-43,-43,1,-40,-40,1
180,5,rectangle_java2.jpg,Java,low,A,stage2,-28,-28,1,-30,-30,1
180,5,rectangle_java2.jpg,Java,low,A,stage1,3,3,1,-4,-4,1
62,2,rectangle_java.jpg,Java,medium,A,stage1,1,1,1,-11,-11,1
62,2,rectangle_java.jpg,Java,medium,A,stage2,-31,-31,1,-37,-37,1
62,5,vehicle_java.jpg,Java,medium,B,stage2,-29,-29,1,-31,-31,1
62,5,vehicle_java.jpg,Java,medium,B,stage1,-5,-5,1,-9,-9,1
65,5,vehicle_java.jpg,Java,low,B,stage2,-23,-23,1,-34,-34,1
65,2,rectangle_java.jpg,Java,low,A,stage1,-23,-23,1,-32,-32,1
65,5,vehicle_java.jpg,Java,low,B,stage1,-40,-40,1,-36,-36,1
65,2,rectangle_java.jpg,Java,low,A,stage2,9,9,1,-19,-19,1
91,5,rectangle_java2.jpg,Java,medium,A,stage2,-22,-22,1,-45,-45,1
91,5,rectangle_java2.jpg,Java,medium,A,stage1,3,3,1,-7,-7,1
91,2,vehicle_java2.jpg,Java,medium,B,stage1,-26,-26,1,-25,-25,1
91,2,vehicle_java2.jpg,Java,medium,B,stage2,-47,-47,1,-52,-52,1
53,5,vehicle_java.jpg,Java,medium,B,stage2,-30,-30,1,-48,-48,1
53,5,vehicle_java.jpg,Java,medium,B,stage1,-44,-44,1,-40,-40,1
53,2,rectangle_java.jpg,Java,medium,A,stage2,-34,-22,2,-25,-25,1
53,2,rectangle_java.jpg,Java,medium,A,stage1,-56,-56,1,-56,-56,1
145,2,rectangle_java2.jpg,Java,medium,A,stage2,-41,-41,1,-73,-73,1
145,2,rectangle_java2.jpg,Java,medium,A,stage1,-55,-55,1,-58,-58,1
145,5,vehicle_java2.jpg,Java,medium,B,stage2,-28,-28,1,-51,-51,1
145,5,vehicle_java2.jpg,Java,medium,B,stage1,-69,-55,2,-73,-57,2
5,5,vehicle_java2.jpg,Java,low,B,stage1,-33,-33,1,-29,-29,1
5,5,vehicle_java2.jpg,Java,low,B,stage2,-34,-34,1,-25,-25,1
5,2,rectangle_java2.jpg,Java,low,A,stage2,-54,-53,2,-35,-35,1
5,2,rectangle_java2.jpg,Java,low,A,stage1,-19,-19,1,-18,-18,1
54,2,vehicle_java.jpg,Java,medium,B,stage1,-31,-31,1,-35,-35,1
54,2,vehicle_java.jpg,Java,medium,B,stage2,-15,-15,1,-39,-39,1
54,5,rectangle_java.jpg,Java,medium,A,stage1,-44,-37,2,-63,-63,1
54,5,rectangle_java.jpg,Java,medium,A,stage2,-94,-91,2,-93,-88,2
142,5,rectangle_java2.jpg,Java,medium,A,stage1,-47,-40,2,-53,-53,1
142,5,rectangle_java2.jpg,Java,medium,A,stage2,-63,-57,2,-52,-51,2
142,2,vehicle_java2.jpg,Java,medium,B,stage1,-33,-33,1,-35,-34,2
142,2,vehicle_java2.jpg,Java,medium,B,stage2,-45,-45,1,-48,-48,1
189,2,vehicle_java2.jpg,Java,medium,B,stage1,-32,-32,1,-30,-30,1
189,2,vehicle_java2.jpg,Java,medium,B,stage2,-5,-5,1,-21,-21,1
189,5,rectangle_java2.jpg,Java,medium,A,stage1,-1,-1,1,-18,-18,1
189,5,rectangle_java2.jpg,Java,medium,A,stage2,-36,-36,1,-41,-41,1
202,2,vehicle_java.jpg,Java,medium,B,stage2,-184,-166,3,-201,-190,3
202,2,vehicle_java.jpg,Java,medium,B,stage1,-118,-103,2,-130,-110,2
202,5,rectangle_java.jpg,Java,medium,A,stage1,-50,-50,1,-54,-54,1
202,5,rectangle_java.jpg,Java,medium,A,stage2,-1,-1,1,-34,-34,1
204,5,rectangle_java.jpg,Java,low,A,stage2,-19,-19,1,-41,-41,1
204,5,rectangle_java.jpg,Java,low,A,stage1,3,3,1,-25,-25,1
204,2,vehicle_java.jpg,Java,low,B,stage1,-24,-24,1,-22,-22,1
204,2,vehicle_java.jpg,Java,low,B,stage2,-17,-17,1,-27,-27,1
203,2,rectangle_java.jpg,Java,medium,A,stage1,-14,-14,1,-20,-20,1
203,2,rectangle_java.jpg,Java,medium,A,stage2,-40,-40,1,-33,-33,1
203,5,vehicle_java.jpg,Java,medium,B,stage2,-24,-24,1,-36,-36,1
203,5,vehicle_java.jpg,Java,medium,B,stage1,-14,-14,1,-12,-12,1
210,5,rectangle_java2.jpg,Java,high,A,stage1,1,1,1,-6,-6,1
210,5,rectangle_java2.jpg,Java,high,A,stage2,-34,-34,1,-51,-51,1
210,2,vehicle_java2.jpg,Java,high,B,stage1,-29,-29,1,-24,-24,1
210,2,vehicle_java2.jpg,Java,high,B,stage2,-29,-29,1,-51,-51,1
216,2,vehicle_java2.jpg,Java,none,B,stage2,-42,-42,1,-51,-51,1
216,2,vehicle_java2.jpg,Java,none,B,stage1,-30,-30,1,-26,-26,1
211,2,rectangle_java2.jpg,Java,medium,A,stage1,-2,-2,1,1,1,1
211,2,rectangle_java2.jpg,Java,medium,A,stage2,-43,-43,1,-34,-34,1
211,5,vehicle_java2.jpg,Java,medium,B,stage1,-13,-13,1,-13,-13,1
211,5,vehicle_java2.jpg,Java,medium,B,stage2,-40,-40,1,-44,-44,1
49,2,rectangle_python.jpg,Python,medium,A,stage1,10,15,2,11,11,1
49,2,rectangle_python.jpg,Python,medium,A,stage2,-26,-17,2,-18,-18,1
82,5,rectangle_java2.jpg,Java,high,A,stage1,-13,-13,1,-23,-23,1
82,5,rectangle_java2.jpg,Java,high,A,stage2,-39,-35,2,-17,-17,1
82,2,vehicle_java2.jpg,Java,high,B,stage1,-31,-31,1,-26,-26,1
82,2,vehicle_java2.jpg,Java,high,B,stage2,-54,-49,2,-69,-58,2
194,2,rectangle_java.jpg,Java,medium,A,stage2,-146,-120,4,-122,-118,2
194,2,rectangle_java.jpg,Java,medium,A,stage1,-51,1,2,-34,-34,1
158,5,vehicle_java2.jpg,Java,high,B,stage2,-57,-57,1,-59,-59,1
158,5,vehicle_java2.jpg,Java,high,B,stage1,-22,-22,1,-22,-22,1
158,2,rectangle_java2.jpg,Java,high,A,stage2,-59,-59,1,-43,-43,1
158,2,rectangle_java2.jpg,Java,high,A,stage1,-11,-11,1,-11,-11,1
71,2,rectangle_java.jpg,Java,low,A,stage2,-30,-30,1,-34,-34,1
71,2,rectangle_java.jpg,Java,low,A,stage1,-16,-16,1,-23,-23,1
78,2,vehicle_java2.jpg,Java,low,B,stage1,-17,-17,1,-13,-13,1
78,2,vehicle_java2.jpg,Java,low,B,stage2,-7,-7,1,-26,-26,1
78,5,rectangle_java2.jpg,Java,low,A,stage2,-33,-33,1,-59,-59,1
78,5,rectangle_java2.jpg,Java,low,A,stage1,7,7,1,0,0,1
47,5,rectangle_python.jpg,Python,medium,A,stage2,-24,-24,1,-19,-19,1
47,5,rectangle_python.jpg,Python,medium,A,stage1,-2,0,2,-3,-3,1
151,2,rectangle_java2.jpg,Java,high,A,stage1,-126,-126,1,-125,-121,2
151,2,rectangle_java2.jpg,Java,high,A,stage2,-107,-105,2,-92,-92,1
151,5,vehicle_java2.jpg,Java,high,B,stage2,-110,-109,2,-133,-121,3
151,5,vehicle_java2.jpg,Java,high,B,stage1,-138,-138,1,-149,-136,2
169,2,vehicle_java.jpg,Java,medium,B,stage1,-28,-28,1,-29,-29,1
169,2,vehicle_java.jpg,Java,medium,B,stage2,-31,-19,2,-45,-45,1
169,5,rectangle_java.jpg,Java,medium,A,stage2,-72,-47,3,-78,-78,1
169,5,rectangle_java.jpg,Java,medium,A,stage1,-62,-48,3,-46,-37,2
40,2,rectangle_java.jpg,Java,medium,A,stage1,-27,-27,1,-25,-25,1
40,2,rectangle_java.jpg,Java,medium,A,stage2,-32,-32,1,-37,-37,1
40,5,vehicle_java.jpg,Java,medium,B,stage2,-59,-56,2,-55,-55,1
40,5,vehicle_java.jpg,Java,medium,B,stage1,-15,-15,1,-18,-18,1
14,2,rectangle_java2.jpg,Java,medium,A,stage1,-5,-5,1,-24,-24,1
14,2,rectangle_java2.jpg,Java,medium,A,stage2,-36,-36,1,-45,-45,1
105,2,rectangle_java2.jpg,Java,high,A,stage1,-6,-6,1,-28,-28,1
105,2,rectangle_java2.jpg,Java,high,A,stage2,-36,-36,1,-54,-54,1
105,5,vehicle_java2.jpg,Java,high,B,stage1,-33,-33,1,-29,-29,1
105,5,vehicle_java2.jpg,Java,high,B,stage2,-22,-22,1,-47,-47,1
13,5,vehicle_java2.jpg,Java,medium,B,stage1,-116,-108,2,-121,-109,2
13,5,vehicle_java2.jpg,Java,medium,B,stage2,-174,-143,4,-179,-162,4
13,2,rectangle_java2.jpg,Java,medium,A,stage1,-13,-13,1,-37,-37,1
13,2,rectangle_java2.jpg,Java,medium,A,stage2,-74,-68,2,-75,-75,1
133,5,vehicle_java2.jpg,Java,medium,B,stage1,-52,-52,1,-47,-47,1
133,5,vehicle_java2.jpg,Java,medium,B,stage2,-66,-46,3,-59,-51,2
25,5,vehicle_java2.jpg,Java,medium,B,stage1,-34,-34,1,-36,-36,1
25,5,vehicle_java2.jpg,Java,medium,B,stage2,-86,-80,2,-74,-74,1
25,2,rectangle_java2.jpg,Java,medium,A,stage2,-82,-64,3,-83,-83,1
25,2,rectangle_java2.jpg,Java,medium,A,stage1,-32,-32,1,-51,-51,1
168,5,vehicle_java2.jpg,Java,medium,B,stage1,-13,-13,1,-32,-32,1
168,2,rectangle_java2.jpg,Java,medium,A,stage2,-86,-86,1,-85,-85,1
168,5,vehicle_java2.jpg,Java,medium,B,stage2,-52,-46,2,-51,-51,1
168,2,rectangle_java2.jpg,Java,medium,A,stage1,-118,-82,2,-105,-91,2
41,5,vehicle_java2.jpg,Java,high,B,stage1,-49,-49,1,-49,-49,1
41,5,vehicle_java2.jpg,Java,high,B,stage2,-62,-53,2,-78,-78,1
41,2,rectangle_java2.jpg,Java,high,A,stage2,-78,-73,2,-70,-70,1
41,2,rectangle_java2.jpg,Java,high,A,stage1,-30,-30,1,-29,-29,1
79,5,rectangle_java2.jpg,Java,medium,A,stage1,-15,-15,1,-10,-10,1
79,5,rectangle_java2.jpg,Java,medium,A,stage2,-38,-17,3,-35,-35,1
79,2,vehicle_java2.jpg,Java,medium,B,stage2,-61,-45,3,-72,-61,2
79,2,vehicle_java2.jpg,Java,medium,B,stage1,-22,-22,1,-24,-24,1
192,2,rectangle_java.jpg,Java,medium,A,stage1,-40,-40,1,-46,-46,1
192,2,rectangle_java.jpg,Java,medium,A,stage2,-27,-22,2,-43,-43,1
192,5,vehicle_java.jpg,Java,medium,B,stage1,-12,-12,1,-9,-9,1
192,5,vehicle_java.jpg,Java,medium,B,stage2,-10,-10,1,-34,-34,1
84,2,vehicle_java2.jpg,Java,medium,B,stage2,-46,-46,1,-70,-70,1
84,2,vehicle_java2.jpg,Java,medium,B,stage1,-62,-55,2,-57,-46,2
84,5,rectangle_java2.jpg,Java,medium,A,stage2,-82,-64,3,-64,-61,2
84,5,rectangle_java2.jpg,Java,medium,A,stage1,-47,-41,2,-37,-36,2
166,5,vehicle_java.jpg,Java,medium,B,stage1,-72,-64,2,-83,-77,2
166,5,vehicle_java.jpg,Java,medium,B,stage2,-93,-78,2,-91,-85,3
70,5,vehicle_java2.jpg,Java,low,B,stage1,-36,-36,1,-32,-32,1
70,5,vehicle_java2.jpg,Java,low,B,stage2,-20,-20,1,-36,-36,1
48,5,rectangle_java2.jpg,Java,high,A,stage2,-4,-4,1,-36,-36,1
48,5,rectangle_java2.jpg,Java,high,A,stage1,-29,-29,1,-43,-43,1
48,2,vehicle_java2.jpg,Java,high,B,stage2,-32,-31,2,-57,-57,1
48,2,vehicle_java2.jpg,Java,high,B,stage1,-39,-39,1,-36,-36,1
161,2,vehicle_python.jpg,Python,medium,B,stage1,-35,-15,2,-38,-23,2
161,2,vehicle_python.jpg,Python,medium,B,stage2,-21,-7,2,-19,-19,1
77,2,vehicle_java2.jpg,Java,medium,B,stage2,-42,-42,1,-59,-59,1
77,2,vehicle_java2.jpg,Java,medium,B,stage1,-25,-25,1,-27,-26,2
77,5,rectangle_java2.jpg,Java,medium,A,stage2,-78,-63,2,-81,-81,1
77,5,rectangle_java2.jpg,Java,medium,A,stage1,-104,-75,2,-69,-62,2
83,2,vehicle_java2.jpg,Java,medium,B,stage2,-84,-84,1,-87,-86,2
83,2,vehicle_java2.jpg,Java,medium,B,stage1,-29,-26,2,-39,-35,2
83,5,rectangle_java2.jpg,Java,medium,A,stage2,-86,-62,3,-73,-72,2
83,5,rectangle_java2.jpg,Java,medium,A,stage1,-50,-50,1,-67,-64,2
135,2,rectangle_java2.jpg,Java,medium,A,stage1,-36,-36,1,-31,-31,1
135,2,rectangle_java2.jpg,Java,medium,A,stage2,-78,-70,2,-79,-79,1
135,5,vehicle_java2.jpg,Java,medium,B,stage2,-96,-95,2,-107,-105,2
135,5,vehicle_java2.jpg,Java,medium,B,stage1,-58,-58,1,-81,-81,1
24,2,vehicle_java2.jpg,Java,medium,B,stage1,-39,-39,1,-35,-35,1
24,2,vehicle_java2.jpg,Java,medium,B,stage2,-25,-25,1,-33,-33,1
24,5,rectangle_java2.jpg,Java,medium,A,stage2,-27,-27,1,-26,-26,1
24,5,rectangle_java2.jpg,Java,medium,A,stage1,-20,-20,1,-22,-22,1
132,5,vehicle_java2.jpg,Java,low,B,stage2,-71,-64,2,-65,-65,1
132,5,vehicle_java2.jpg,Java,low,B,stage1,-102,-94,2,-99,-94,2
132,2,rectangle_java2.jpg,Java,low,A,stage1,-110,-97,3,-119,-115,2
132,2,rectangle_java2.jpg,Java,low,A,stage2,-60,-42,3,-61,-60,2
12,2,vehicle_java2.jpg,Java,low,B,stage1,-81,-69,2,-96,-80,2
12,5,rectangle_java2.jpg,Java,low,A,stage1,-31,-14,2,-13,-13,1
12,2,vehicle_java2.jpg,Java,low,B,stage2,-31,-31,1,-57,-57,1
12,5,rectangle_java2.jpg,Java,low,A,stage2,-15,-15,1,-51,-51,1
104,5,vehicle_java.jpg,Java,medium,B,stage2,-66,-66,1,-56,-56,1
104,5,vehicle_java.jpg,Java,medium,B,stage1,-45,-45,1,-41,-41,1
104,2,rectangle_java.jpg,Java,medium,A,stage2,-72,-72,1,-67,-67,1
104,2,rectangle_java.jpg,Java,medium,A,stage1,-58,-58,1,-54,-54,1
15,2,rectangle_java.jpg,Java,medium,A,stage2,-34,-34,1,-46,-46,1
15,2,rectangle_java.jpg,Java,medium,A,stage1,-19,-3,2,-27,-27,1
